Stellar models, Z=0.0500, Girardi et al. 2000 + Padova 1994 No mass loss conside
 
  42   84
 
  120.00 ML
 
20 3.0278118e+06  21.4948 5.830 4.786 0.040899 0.910000 0.000680 0.036800 0.003245 -4.789
21 3.0279232e+06  21.4911 5.837 4.756 0.040898 0.910000 0.000680 0.036800 0.003241 -4.789
22 3.0280098e+06  21.4894 5.841 4.731 0.040904 0.910000 0.000680 0.036800 0.003239 -4.789
23 3.0280758e+06  21.4893 5.844 4.708 0.040910 0.910000 0.000680 0.036800 0.003239 -4.789
24 3.0281400e+06  21.4900 5.847 4.678 0.040900 0.910000 0.000680 0.036800 0.003240 -4.789
25 3.0282165e+06  21.4907 5.850 4.633 0.040863 0.910000 0.000680 0.036800 0.003240 -4.789
26 3.0283080e+06  21.4906 5.853 4.580 0.040818 0.910000 0.000680 0.036800 0.003240 -4.789
27 3.0284160e+06  21.4889 5.857 4.525 0.040789 0.910000 0.000680 0.036800 0.003240 -4.789
28 3.0285402e+06  21.4852 5.860 4.470 0.040786 0.910000 0.000680 0.036800 0.003240 -4.789
29 3.0286800e+06  21.4800 5.864 4.415 0.040800 0.910000 0.000680 0.036800 0.003240 -4.789
30 3.0288380e+06  21.4630 5.864 4.427 0.040590 0.910200 0.000680 0.036800 0.003238 -4.790
31 3.0289960e+06  21.4460 5.863 4.440 0.040380 0.910400 0.000680 0.036800 0.003236 -4.791
32 3.0291540e+06  21.4290 5.863 4.452 0.040170 0.910600 0.000680 0.036800 0.003234 -4.791
33 3.0293120e+06  21.4120 5.863 4.465 0.039960 0.910800 0.000680 0.036800 0.003232 -4.792
34 3.0294700e+06  21.3950 5.863 4.477 0.039750 0.911000 0.000679 0.036800 0.003230 -4.793
35 3.0296280e+06  21.3780 5.862 4.489 0.039540 0.911200 0.000679 0.036800 0.003228 -4.794
36 3.0297860e+06  21.3610 5.862 4.502 0.039330 0.911400 0.000679 0.036800 0.003226 -4.795
37 3.0299440e+06  21.3440 5.862 4.514 0.039120 0.911600 0.000679 0.036800 0.003224 -4.795
38 3.0301020e+06  21.3270 5.861 4.527 0.038910 0.911800 0.000679 0.036800 0.003222 -4.796
39 3.0302600e+06  21.3100 5.861 4.539 0.038700 0.912000 0.000679 0.036800 0.003220 -4.797
40 3.0315328e+06  21.2961 5.852 4.725 0.038442 0.913006 0.000677 0.036788 0.003221 -4.798
41 3.0318668e+06  21.2904 5.849 4.752 0.038357 0.913014 0.000676 0.036786 0.003221 -4.798
42 3.0323390e+06  21.2829 5.848 4.776 0.038244 0.913008 0.000674 0.036794 0.003221 -4.799
43 3.0329650e+06  21.2736 5.846 4.798 0.038101 0.912975 0.000671 0.036817 0.003219 -4.799
